sentence,label,text_lower,text_normalized,text_preprocessed
- Profit before taxes was EUR 105.9 82.7 million .,neutral,- profit before taxes was eur 105.9 82.7 million .,profit before taxes was eur < > < > million,profit taxes eur million
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,"- the group -¦ s cumulative sales during the review period were eur 48.2 million eur 53.1 million , 1-9/2007 and profit before taxes was eur 1.2 1.4 million .",the group s cumulative sales during the review period were eur < > million eur < > million < > < > < > and profit before taxes was eur < > < > million,group s cumulative sales review period eur million eur million profit taxes eur million
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,"- the group -¦ s profit before taxes was eur 0,2 7,8 million .",the group s profit before taxes was eur < > < > million,group s profit taxes eur million
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral,"- the group -¦ s sales during the period were eur 31.6 million eur 36.6 million , 1-6/2007 and profit before taxes was eur 0.2 1.3 million .",the group s sales during the period were eur < > million eur < > million < > < > < > and profit before taxes was eur < > < > million,group s sales period eur million eur million profit taxes eur million
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral,"compagnie de financement foncier - is to issue a benchmark , 10 year covered deal in euros .",compagnie de financement foncier is to issue a benchmark < > year covered deal in euros,compagnie financement foncier issue benchmark year covered deal euros
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,the company continued the development of a fully human antibody in its vap-1 antibody program .,the company continued the development of a fully human antibody in its vap < > antibody program,company continued development fully human antibody vap antibody program
The profit after taxes was EUR 57.7 11.1 million .,neutral,the profit after taxes was eur 57.7 11.1 million .,the profit after taxes was eur < > < > million,profit taxes eur million
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",neutral,"westpac banking corp - is to issue a benchmark , 3 year frn deal in euros .",westpac banking corp is to issue a benchmark < > year frn deal in euros,westpac banking corp issue benchmark year frn deal euros
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",neutral,"`` because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",because we re a pension insurance company we re required to diversify and not put too much in one asset class,pension insurance company required diversify not asset class
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,`` lemminkainen talo oy 's lahti office is a significant logistics and business premises constructor .,lemminkainen talo oy s lahti office is a significant logistics and business premises constructor,lemminkainen talo oy s lahti office significant logistics business premises constructor
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral,`` marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop in shops,marimekko aims expand distribution network primarily increasing number concept stores shop shops
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral,`` marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,marimekko operates in an industry in which changes in the business climate are reflected in consumer demand,marimekko operates industry changes business climate reflected consumer demand
"`` Over the years , the color orange has become synonymous with quality .",neutral,"`` over the years , the color orange has become synonymous with quality .",over the years the color orange has become synonymous with quality,years color orange synonymous quality
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",neutral,"`` the enterprise value of the fray bentos pulp mill and forestal oriental totals approximately euro1 .6 billion , '' upm said .",the enterprise value of the fray bentos pulp mill and forestal oriental totals approximately euro < > billion upm said,enterprise value fray bentos pulp forestal oriental totals approximately euro billion upm said
`` The new unit is a major investment in the Finnish media scene .,neutral,`` the new unit is a major investment in the finnish media scene .,the new unit is a major investment in the finnish media scene,new unit major investment finnish media scene
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral,`` these developments partly reflect the government 's higher activity in the field of dividend policy . '',these developments partly reflect the government s higher activity in the field of dividend policy,developments partly reflect government s higher activity field dividend policy
"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",neutral,"`` this agreement is a direct result of lcc 's strategy and plan that was announced earlier this year , '' said dean douglas , lcc 's chief executive officer .",this agreement is a direct result of lcc s strategy and plan that was announced earlier this year said dean douglas lcc s chief executive officer,agreement direct result lcc s strategy plan announced earlier year said dean douglas lcc s chief executive officer
`` This could be us .,neutral,`` this could be us .,this could be us,
`` We are selling an information systems development business to the Finns .,neutral,`` we are selling an information systems development business to the finns .,we are selling an information systems development business to the finns,selling information systems development business finns
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",neutral,"`` we have a group of 120 volunteers made up of digicel employees who will manage the distribution ... over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' digicel haiti ceo maarten boute said .",we have a group of < > volunteers made up of digicel employees who will manage the distribution over the next week they will distribute the < > tents to more than < > organizations digicel haiti ceo maarten boute said,group volunteers digicel employees manage distribution week distribute tents organizations digicel haiti ceo maarten boute said
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral,"`` we have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' karvinen said .",we have come out with a decision which is based on our preliminary economic operational and environmental findings karvinen said,come decision based preliminary economic operational environmental findings karvinen said
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,neutral,1 april 2011 - finnish machinery rental company ramirent oyj hel : rmr1v said today it has acquired the assets of sector player stavebni doprava a mechanizace sdm in the czech republic for an undisclosed sum .,< > april < > finnish machinery rental company ramirent oyj hel rmr v said today it has acquired the assets of sector player stavebni doprava a mechanizace sdm in the czech republic for an undisclosed sum,april finnish machinery rental company ramirent oyj hel rmr v said today acquired assets sector player stavebni doprava mechanizace sdm czech republic undisclosed sum
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,negative,18 march 2010 a leakage in the gypsum pond was detected today at the talvivaara mine .,< > march < > a leakage in the gypsum pond was detected today at the talvivaara mine,march leakage gypsum pond detected today talvivaara
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,7 march 2011 - finnish it company digia oyj hel : dig1v announced today an agreement with mobile-phone major nokia oyj hel : nok1v to acquire the commercial licensing and service business related to nokia 's qt technology .,< > march < > finnish it company digia oyj hel dig v announced today an agreement with mobile phone major nokia oyj hel nok v to acquire the commercial licensing and service business related to nokia s qt technology,march finnish company digia oyj hel dig v announced today agreement mobile phone major nokia oyj hel nok v acquire commercial licensing service business related nokia s qt technology
"8,600 m , and at the time of investment it is fully leased to several tenants .",neutral,"8,600 m , and at the time of investment it is fully leased to several tenants .",< > m and at the time of investment it is fully leased to several tenants,m time investment fully leased tenants
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,a filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,a filter is used to pre process packets to determine if they need to be further processed by the processor of the network device,filter used pre process packets determine need processed processor network device
A profit is still on target .,positive,a profit is still on target .,a profit is still on target,profit target
A spokeswoman for the Italian fashion house declined comment on the settlement .,neutral,a spokeswoman for the italian fashion house declined comment on the settlement .,a spokeswoman for the italian fashion house declined comment on the settlement,spokeswoman italian fashion house declined comment settlement
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",neutral,"a total eur73 .7 m will be provided as secured senior three-year debt from the syndicate , involving pohjola bank hel : poh1s , the finnish arm of nordea bank ab sto : nda , and sampo bank hel : samas .",a total eur < > m will be provided as secured senior three year debt from the syndicate involving pohjola bank hel poh s the finnish arm of nordea bank ab sto nda and sampo bank hel samas,total eur m provided secured senior year debt syndicate involving pohjola bank hel poh s finnish arm nordea bank ab sto nda sampo bank hel samas
A total of 140 jobs will be reduced at the Raahe Steel Works .,negative,a total of 140 jobs will be reduced at the raahe steel works .,a total of < > jobs will be reduced at the raahe steel works,total jobs reduced raahe steel works
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,"a total of 15,000 new citycon shares with a nominal value of eur 1.35 per share were subscribed between 17 and 23 march 2006 exercising the a-b-c options based on the company 's stock option plan 1999 .",a total of < > new citycon shares with a nominal value of eur < > per share were subscribed between < > and < > march < > exercising the a b c options based on the company s stock option plan < >,total new citycon shares nominal value eur share subscribed march exercising b c options based company s stock option plan
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral,"a total six of the polled analysts rated m-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",a total six of the polled analysts rated m real two gave buy accumulate three gave hold and only one gave sell,total polled analysts rated m real gave buy accumulate gave hold gave sell
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,abn : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of citycon oyj .,abn < > < > < > < > now represent < > of the voting rights and share capital of citycon oyj,abn represent voting rights share capital citycon oyj
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive,"according to finnish aktia bank 's managing director jussi laitinen , the bank 's aim is to triple the number of its customers in finland in the next five years .",according to finnish aktia bank s managing director jussi laitinen the bank s aim is to triple the number of its customers in finland in the next five years,according finnish aktia bank s managing director jussi laitinen bank s aim triple number customers finland years
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",neutral,"according to finnish financial services group sampo 's ceo , bj+ârn wahlroos , danish danske bank 's acquisition of sampo bank for eur 4bn was the largest cash deal in finland 's economic history .",according to finnish financial services group sampo s ceo bj rn wahlroos danish danske bank s acquisition of sampo bank for eur bn was the largest cash deal in finland s economic history,according finnish financial services group sampo s ceo bj rn wahlroos danish danske bank s acquisition sampo bank eur bn largest cash deal finland s economic history
"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral,"according to finnish l+ñnnen tehtaat 's ceo matti karppinen , now that l+ñnnen tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",according to finnish l nnen tehtaat s ceo matti karppinen now that l nnen tehtaat has sold the majority of its feed and grain business it will quickly start to look for acquisitions,according finnish l nnen tehtaat s ceo matti karppinen l nnen tehtaat sold majority feed grain business quickly start look acquisitions
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral,"according to finnish scanfil 's founder and chairman of the board , jorma j. takanen , the company has to look for growth abroad .",according to finnish scanfil s founder and chairman of the board jorma j takanen the company has to look for growth abroad,according finnish scanfil s founder chairman board jorma j takanen company look growth abroad
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",neutral,"finnish property investment company citycon will expand and refurbish +àkersberga shopping center in stockholm , in sweden .",finnish property investment company citycon will expand and refurbish kersberga shopping center in stockholm in sweden,finnish property investment company citycon expand refurbish kersberga shopping center stockholm sweden
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral,"after non-recurring items of eur 177mn , profit amounted to eur 20mn .",after non recurring items of eur mn profit amounted to eur mn,non recurring items eur mn profit amounted eur mn
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",neutral,"after the acquisition , basware 's preliminary pro forma net sales for 2005 amount to eur 52.6 mn , and preliminary pro forma operating profit amounts to eur 7.1 mn .",after the acquisition basware s preliminary pro forma net sales for < > amount to eur < > mn and preliminary pro forma operating profit amounts to eur < > mn,acquisition basware s preliminary pro forma net sales eur mn preliminary pro forma operating profit amounts eur mn
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral,"after the sale , outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",after the sale outokumpu s share of the technology unit will be reduced to some < > < > percent,sale outokumpu s share technology unit reduced percent
"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries .",neutral,"after the transaction , danske bank becomes an equal player with nordic bank group nordea in the nordic countries .",after the transaction danske bank becomes an equal player with nordic bank group nordea in the nordic countries,transaction danske bank equal player nordic bank group nordea nordic countries
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral,"ahlstrom , headquartered in helsinki , finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",ahlstrom headquartered in helsinki finland is a global company involved in the development manufacture and marketing of high performance fibre based materials,ahlstrom headquartered helsinki finland global company involved development manufacture marketing high performance fibre based materials
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral,"ahlstrom , headquartered in helsinki , finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",ahlstrom headquartered in helsinki finland is a global leader in the development manufacture and marketing of high performance fibre based materials,ahlstrom headquartered helsinki finland global leader development manufacture marketing high performance fibre based materials
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,"ahlstrom corporation anne pirila director , financial communications distribution : helsinki stock exchange main media ahlstrom in brief ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",ahlstrom corporation anne pirila director financial communications distribution helsinki stock exchange main media ahlstrom in brief ahlstrom is a leader in the development manufacture and marketing of high performance fiber based materials,ahlstrom corporation anne pirila director financial communications distribution helsinki stock exchange main media ahlstrom brief ahlstrom leader development manufacture marketing high performance fiber based materials
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",neutral,"ahlstrom corporation seppo parvi , cfo distribution : main media www.ahlstrom.com ahlstrom in brief ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",ahlstrom corporation seppo parvi cfo distribution main media www ahlstrom com ahlstrom in brief ahlstrom is a global leader in the development manufacture and marketing of high performance nonwovens and specialty papers,ahlstrom corporation seppo parvi cfo distribution main media www ahlstrom com ahlstrom brief ahlstrom global leader development manufacture marketing high performance nonwovens specialty papers
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",neutral,"ahlstrom corporation stock exchange announcement 7.2.2007 at 10.30 a total of 56,955 new shares of ahlstrom corporation have been subscribed with option rights under the company 's stock option programs i 2001 and ii 2001 .",ahlstrom corporation stock exchange announcement < > < > at < > a total of < > new shares of ahlstrom corporation have been subscribed with option rights under the company s stock option programs i < > and ii < >,ahlstrom corporation stock exchange announcement total new shares ahlstrom corporation subscribed option rights company s stock option programs ii
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",neutral,"aldata solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its dollars for dinosaurs program .",aldata solution a global company engaged in supplier to consumer business process optimization has announced the details of its dollars for dinosaurs program,aldata solution global company engaged supplier consumer business process optimization announced details dollars dinosaurs program
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",neutral,"aldata solution oyj thomas hoyer cfo more information : aldata solution oyj , thomas hoyer , cfo , tel. +358 45 670 0491 aldata in brief aldata solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",aldata solution oyj thomas hoyer cfo more information aldata solution oyj thomas hoyer cfo tel < > < > < > < > aldata in brief aldata solution is one of the global leaders in supply chain software for retail wholesale and logistics companies,aldata solution oyj thomas hoyer cfo information aldata solution oyj thomas hoyer cfo tel aldata brief aldata solution global leaders supply chain software retail wholesale logistics companies
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",neutral,"alexandria , va. , march 20 -- patrik flykt and timo alakoski , both of helsinki , finland , and tapio suihko and nadarajah asokan , both of espoo , finland , have developed a method of mobility support of internet-type protocol traffic in a communication system .",alexandria va march < > patrik flykt and timo alakoski both of helsinki finland and tapio suihko and nadarajah asokan both of espoo finland have developed a method of mobility support of internet type protocol traffic in a communication system,alexandria va march patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland developed method mobility support internet type protocol traffic communication
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",neutral,"alexandria , va. , nov. 19 -- erkki aho , elimaki , finland , has developed a method and apparatus in conjunction with a shoe press .",alexandria va nov < > erkki aho elimaki finland has developed a method and apparatus in conjunction with a shoe press,alexandria va nov erkki aho elimaki finland developed method apparatus conjunction shoe press
"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",neutral,"alexandria , va. , nov. 5 -- risto kontturi of rajamaki , finland , and jari ylinen of hyvinkaa , finland , have developed an automated transportation system with a user-controlled transport selection .",alexandria va nov < > risto kontturi of rajamaki finland and jari ylinen of hyvinkaa finland have developed an automated transportation system with a user controlled transport selection,alexandria va nov risto kontturi rajamaki finland jari ylinen hyvinkaa finland developed automated transportation user controlled transport selection
All depends on financing .,neutral,all depends on financing .,all depends on financing,depends financing
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,almost two thirds of olvi 's net sales come from outside finland .,almost two thirds of olvi s net sales come from outside finland,thirds olvi s net sales come outside finland
"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",neutral,"also , cba is to issue a benchmark , 10 year fixed rate deal in euros .",also cba is to issue a benchmark < > year fixed rate deal in euros,cba issue benchmark year fixed rate deal euros
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral,amanda capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in europe .,amanda capital has investments in < > private equity funds and in over < > unquoted companies mainly in europe,amanda capital investments private equity funds unquoted companies mainly europe
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",neutral,"among other industrial stocks , metso added 0.53 pct to 40.04 eur , wartsila b was down 0.77 pct at 47.87 eur and rautaruukki k was 1.08 pct lower at 37.56 eur .",among other industrial stocks metso added < > pct to < > eur wartsila b was down < > pct at < > eur and rautaruukki k was < > pct lower at < > eur,industrial stocks metso added pct eur wartsila b pct eur rautaruukki k pct lower eur
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",neutral,"among paper issues , stora enso r was little changed -- up 0.08 pct at 12.03 eur , upm-kymmene was 0.48 pct higher at 18.77 eur and m-real b added 0.50 pct to 3.99 eur .",among paper issues stora enso r was little changed up < > pct at < > eur upm kymmene was < > pct higher at < > eur and m real b added < > pct to < > eur,paper issues stora enso r little changed pct eur upm kymmene pct higher eur m real b added pct eur
An Android app will be coming soon .,neutral,an android app will be coming soon .,an android app will be coming soon,android app coming soon
An Apple spokeswoman said the company declined to comment .,neutral,an apple spokeswoman said the company declined to comment .,an apple spokeswoman said the company declined to comment,apple spokeswoman said company declined comment
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral,analysts surveyed by thomson financial expected revenue of $ 69 million for the quarter .,analysts surveyed by thomson financial expected revenue of < > million for the quarter,analysts surveyed thomson financial expected revenue million quarter
Around 250 of these reductions will be implemented through pension arrangements .,neutral,around 250 of these reductions will be implemented through pension arrangements .,around < > of these reductions will be implemented through pension arrangements,reductions implemented pension arrangements
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,neutral,around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,around < > percent of the world s ro ro fleet is over < > years old and needs to be scrapped for environmental reasons,percent world s ro ro fleet years old needs scrapped environmental reasons
As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,neutral,as a consequence of the merger the number of administration personnel at the factories will be reduced by six .,as a consequence of the merger the number of administration personnel at the factories will be reduced by six,consequence merger number administration personnel factories reduced
"As a result , the number of personnel in Finland will be reduced by 158 .",neutral,"as a result , the number of personnel in finland will be reduced by 158 .",as a result the number of personnel in finland will be reduced by < >,result number personnel finland reduced
As a result some 20 persons will no longer be needed .,negative,as a result some 20 persons will no longer be needed .,as a result some < > persons will no longer be needed,result persons no longer needed
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",neutral,"as much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",as much biomass will be used as can be sourced locally with the rest of the plant s fuel needs met by peat,biomass used sourced locally rest plant s fuel needs met peat
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral,"as part of the transaction , the +ä+ñnekoski paper mill remained in m-real 's ownership and continued galerie art production for sappi under a long-term contract .",as part of the transaction the nekoski paper mill remained in m real s ownership and continued galerie art production for sappi under a long term contract,transaction nekoski paper remained m real s ownership continued galerie art production sappi long term contract
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive,"aspo plc stock exchange announcement may 4 , 2006 at 10:00 a.m. an increase in the share capital of aspo plc totaling eur 1,125.60 was registered today .",aspo plc stock exchange announcement may < > < > at < > < > a m an increase in the share capital of aspo plc totaling eur < > < > was registered today,aspo plc stock exchange announcement m increase share capital aspo plc totaling eur registered today
Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,neutral,aspo 's group structure and business operations are developed persistently without any predefined schedules .,aspo s group structure and business operations are developed persistently without any predefined schedules,aspo s group structure business operations developed persistently without predefined schedules
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,"aspocomp group , headquartered in helsinki , finland , develops interconnection solutions for the electronics industry .",aspocomp group headquartered in helsinki finland develops interconnection solutions for the electronics industry,aspocomp group headquartered helsinki finland develops interconnection solutions electronics industry
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral,"based in helsinki , finland , ramirent has branches in 13 nordic , central and eastern european countries .",based in helsinki finland ramirent has branches in < > nordic central and eastern european countries,based helsinki finland ramirent branches nordic central eastern european countries
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",neutral,"based on the 2005 calendar year the combined company had eur15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",based on the < > calendar year the combined company had eur < > bn in pro forma annual revenues and is expected to start operations with < > employees,based calendar year combined company eur bn pro forma annual revenues expected start operations employees
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",neutral,"bavaria industriekapital ag 's 2006 revenues were eur 333 million , with an ebitda of eur 51 million .",bavaria industriekapital ag s < > revenues were eur < > million with an ebitda of eur < > million,bavaria industriekapital ag s revenues eur million ebitda eur million
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative,"biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",biohit said that it will reduce the number of leased personnel by < > and lay off < > of its own personnel,biohit said reduce number leased personnel lay personnel
BM4 middle layer headbox will be equipped with a dilution control system .,neutral,bm4 middle layer headbox will be equipped with a dilution control system .,bm middle layer headbox will be equipped with a dilution control system,bm middle layer headbox equipped dilution control
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,neutral,boomerang boats had net sales of eur 4.1 mn and it made an operating profit of eur 0.4 mn in 2006 .,boomerang boats had net sales of eur < > mn and it made an operating profit of eur < > mn in < >,boomerang boats net sales eur mn operating profit eur mn
"By the end of 2006 , the number of joint branch offices will total 170 .",neutral,"by the end of 2006 , the number of joint branch offices will total 170 .",by the end of < > the number of joint branch offices will total < >,end number joint branch offices total
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,neutral,cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,cameco typically prices sales contracts using a < > < > ratio of fixed prices and spot prices,cameco typically prices sales contracts using ratio fixed prices spot prices
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral,"capman , the stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",capman the stockholm headquartered private equity firm has held a first close on its second private equity real estate fund as it continues its push into the property sector,capman stockholm headquartered private equity firm held close second private equity real estate fund continues push property sector
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,neutral,cargotec 's business areas also include the container handling solutions business area kalmar and the marine cargo handling and offshore load handling solutions business area macgregor .,cargotec s business areas also include the container handling solutions business area kalmar and the marine cargo handling and offshore load handling solutions business area macgregor,cargotec s business areas include container handling solutions business area kalmar marine cargo handling offshore load handling solutions business area macgregor
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",neutral,"cargotec 's sales totalled eur 3.4 billion in 2008 and it employs approximately 11,000 people .",cargotec s sales totalled eur < > billion in < > and it employs approximately < > people,cargotec s sales totalled eur billion employs approximately people
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral,cargotec will also move hallberg-ivarsson 's service and installation business under the same roof with its service center for kalmar and macgregor solutions in gothenburg .,cargotec will also move hallberg ivarsson s service and installation business under the same roof with its service center for kalmar and macgregor solutions in gothenburg,cargotec hallberg ivarsson s service installation business roof service center kalmar macgregor solutions gothenburg
"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",neutral,"citigroup , inc nyse : c , deutsche bank nyse : db and pohjola bank are lead managers for the sale .",citigroup inc nyse c deutsche bank nyse db and pohjola bank are lead managers for the sale,citigroup nyse c deutsche bank nyse db pohjola bank lead managers sale
Coffee will be served starting at 14:30 EET as well as after the event .,neutral,coffee will be served starting at 14:30 eet as well as after the event .,coffee will be served starting at < > < > eet as well as after the event,coffee served starting eet event
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,combined net sales in 2006 were $ 27 million and ebitda was $ 13.7 million .,combined net sales in < > were < > million and ebitda was < > million,combined net sales million ebitda million
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral,"combined with the basware enterprise purchase to pay portfolio , it provides a high level of automation for procurement and invoice workflows .",combined with the basware enterprise purchase to pay portfolio it provides a high level of automation for procurement and invoice workflows,combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflows
