sentence,label,tokens,word_count,char_count
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,"['the', 'current', 'reference', 'grade', 'instruments', 'are', 'challenging', 'to', 'operate', 'due', 'to', 'their', 'high', 'price', 'and', 'complexity', 'for', 'routine', 'use']",19,123
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral,"['the', 'deal', 'covers', 'stockmann', 'auto', 'oy', 'ab', 's', 'sales', 'and', 'after', 'sales', 'services', 'concerning', 'volkswagen', 'and', 'audi', 'in', 'helsinki', 'espoo', 'and', 'vantaa']",22,134
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral,"['the', 'difference', 'can', 'be', 'explained', 'by', 'the', 'fact', 'that', 'two', 'shipping', 'companies', 'have', 'stopped', 'operating', 'in', 'the', 'gulf', 'of', 'finland']",20,119
"The dollar fell , though , against the pound and the yen .",negative,"['the', 'dollar', 'fell', 'though', 'against', 'the', 'pound', 'and', 'the', 'yen']",10,58
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,"['the', 'dual', 'fuel', 'engines', 'of', 'the', 'vessel', 'can', 'operate', 'on', 'liquefied', 'natural', 'gas', 'lng', 'with', 'low', 'emissions']",17,97
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral,"['the', 'emerging', 'markets', 'that', 'raisio', 'has', 'chosen', 'to', 'enter', 'so', 'far', 'are', 'marked', 'by', 'relatively', 'low', 'per', 'capita', 'food', 'consumption']",20,118
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral,"['the', 'employer', 'together', 'with', 'health', 'personnel', 'supports', 'quitting', 'and', 'pays', 'part', 'of', 'the', 'cost', 'of', 'nicotine', 'treatments']",17,116
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral,"['the', 'equipment', 'is', 'designated', 'to', 'bollore', 'africa', 'logistics', 'terminal', 'societe', 'd', 'exploitation', 'du', 'terminal', 'de', 'vridi', 'setv', 'in', 'abidjan', 'ivory', 'coast', 'and', 'the', 'delivery', 'is', 'scheduled', 'to', 'start', 'in', 'march']",30,193
"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",neutral,"['the', 'evidentiary', 'hearing', 'in', 'the', 'investigation', 'is', 'scheduled', 'for', 'april', 'may']",11,87
"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com .",neutral,"['the', 'finnish', 'food', 'concern', 'atria', 'is', 'about', 'to', 'acquire', 'two', 'estonian', 'meat', 'processing', 'companies', 'woro', 'kommerts', 'and', 'vastse', 'kuuste', 'lihatoostus', 'reported', 'the', 'official', 'website', 'www', 'investinestonia', 'com']",27,193
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,"['the', 'floor', 'area', 'of', 'the', 'yliopistonrinne', 'project', 'will', 'be', 'sq', 'm', 'and', 'the', 'building', 's', 'gross', 'area', 'will', 'total', 'sq', 'm', 'a', 'total', 'of', 'the', 'facilities', 'have', 'been', 'let']",29,168
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,"['the', 'floor', 'area', 'of', 'the', 'yliopistonrinne', 'project', 'will', 'be', 'sq', 'm', 'sq', 'ft', 'and', 'the', 'building', 's', 'gross', 'area', 'will', 'total', 'sq', 'm', 'a', 'total', 'of', 'the', 'facilities', 'have', 'been', 'let']",31,181
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral,"['the', 'measures', 'result', 'from', 'the', 'statutory', 'joint', 'negotiations', 'with', 'employees', 'which', 'started', 'in', 'february', 'and', 'concerned', 'all', 'operations', 'in', 'the', 'country']",21,144
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",neutral,"['the', 'ntsb', 'said', 'investigators', 'are', 'set', 'to', 'conduct', 'sight', 'distance', 'tests', 'on', 'july', 'using', 'trains', 'similar', 'to', 'those', 'involved', 'in', 'the', 'accident']",22,137
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,negative,"['the', 'number', 'of', 'salaried', 'employees', 'and', 'group', 'administration', 'employees', 'to', 'be', 'dismissed', 'from', 'the', 'sievi', 'units', 'is']",17,112
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",neutral,"['the', 'pine', 'oil', 'project', 'is', 'related', 'to', 'the', 'upgrade', 'of', 'the', 'chemical', 'recovery', 'plant', 'of', 'upm', 'at', 'its', 'pulp', 'mill', 'in', 'kymi', 'southern', 'finland']",24,130
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,"['the', 'product', 'range', 'includes', 'marinated', 'olives', 'cold', 'cuts', 'and', 'pates', 'for', 'example']",12,83
The statutory negotiations at headquarters are part of this decrease .,neutral,"['the', 'statutory', 'negotiations', 'at', 'headquarters', 'are', 'part', 'of', 'this', 'decrease']",10,70
"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",neutral,"['the', 'talks', 'concerned', 'about', 'people', 'in', 'finland', 'and', 'the', 'initial', 'estimate', 'was', 'for', 'about', 'redundancies', 'fiskars', 'said']",17,119
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,"['the', 'terms', 'and', 'conditions', 'of', 'the', 'year', 'stock', 'option', 'scheme', 'were', 'published', 'in', 'a', 'stock', 'exchange', 'release', 'on', 'march']",19,123
The total number of filling stations has been on the decrease recently .,negative,"['the', 'total', 'number', 'of', 'filling', 'stations', 'has', 'been', 'on', 'the', 'decrease', 'recently']",12,72
These restrictions do not apply to statutory dividends .,neutral,"['these', 'restrictions', 'do', 'not', 'apply', 'to', 'statutory', 'dividends']",8,56
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,"['this', 'action', 'follows', 'personnel', 'negotiations', 'concerning', 'elcoteq', 'se', 'finnish', 'branch', 'elcoteq', 'finland', 'oy', 'and', 'elcoteq', 'design', 'center', 'oy']",18,133
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,"['unbelievably', 'the', 'company', 'that', 'makes', 'them', 'fiskars', 'corporation', 'was', 'formed', 'in', 'when', 'a', 'dutch', 'merchant', 'named', 'peter', 'thorwoste', 'was', 'given', 'a', 'charter', 'to', 'establish', 'a', 'blast', 'furnace', 'and', 'forging', 'operation', 'in', 'the', 'small', 'finnish', 'village', 'of', 'fiskars']",37,242
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,"['we', 'have', 'also', 'cut', 'our', 'price', 'projections', 'for', 'paper', 'and', 'packaging', 'an', 'analyst', 'with', 'goldman', 'sachs', 'said', 'on', 'a', 'note', 'on', 'monday']",22,124
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral,"['why', 'put', 'up', 'costly', 'cell', 'phone', 'towers', 'in', 'thinly', 'populated', 'areas', 'when', 'a', 'few', 'balloons', 'would', 'do']",17,92
"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .",neutral,"['viking', 'line', 'has', 'also', 'been', 'forced', 'to', 'alter', 'its', 'timetable', 'so', 'that', 'ferries', 'traveling', 'from', 'stockholm', 'to', 'helsinki', 'finland', 'only', 'depart', 'at', 'night']",23,143
Yakima created the position for him after emerging from economic downturns of its own .,neutral,"['yakima', 'created', 'the', 'position', 'for', 'him', 'after', 'emerging', 'from', 'economic', 'downturns', 'of', 'its', 'own']",14,87
"zip , '' experts warned Tuesday .",neutral,"['zip', 'experts', 'warned', 'tuesday']",4,33
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,negative,"['finnish', 'industrial', 'group', 'ruukki', 'group', 'has', 'brought', 'counter', 'action', 'against', 'finnish', 'metal', 'company', 'rautaruukki', 'in', 'the', 'dispute', 'concerning', 'the', 'names', 'of', 'the', 'companies']",23,161
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",neutral,"['this', 'one', 'was', 'at', 'one', 'time', 'targeted', 'for', 'june', 'but', 'if', 'we', 'had', 'to', 'guess', 'it', 's', 'been', 'pushed', 'back', 'maybe', 'we', 're', 'crazy', 'but', 'we', 'feel', 'like', 'it', 'has', 'n', 't', 'leaked', 'enough', 'to', 'meet', 'that', 'date', 'at', 'this', 'point']",41,194
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,"['border', 'guard', 'service', 'has', 'banned', 'the', 'mooring', 'of', 'the', 'company', 'car', 'shipping', 'ferry', 'on', 'its', 'test', 'travel', 'at', 'the', 'railroad', 'car', 'terminal', 'of', 'the', 'russian', 'port', 'as', 'the', 'border', 'checkpoint', 'is', 'not', 'yet', 'ready']",34,189
`` Those uncertainties cloud the long-term outlook . '',negative,"['those', 'uncertainties', 'cloud', 'the', 'long', 'term', 'outlook']",7,55
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,"['october', 'finnish', 'environmental', 'management', 'company', 'lassila', 'tikanoja', 'oyj', 'hel', 'lat', 'v', 'or', 'l', 't', 'said', 'monday', 'it', 'expects', 'its', 'operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'for', 'the', 'whole', 'to', 'be', 'slightly', 'lower', 'than', 'in']",34,237
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,"['according', 'to', 'finnish', 'petrol', 'station', 'chain', 'st', 's', 'managing', 'director', 'kim', 'wiio', 'the', 'company', 'was', 'forced', 'to', 'make', 'purchases', 'with', 'rising', 'prices', 'in', 'the', 'first', 'half', 'of', 'and', 'now', 'consumer', 'prices', 'are', 'going', 'down', 'almost', 'daily', 'due', 'to', 'competition']",39,238
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,"['according', 'to', 'the', 'latvian', 'business', 'register', 'uponor', 'latvia', 'closed', 'in', 'red', 'with', 'lvl', 'eur', 'usd', 'on', 'turnover', 'of', 'lvl', 'mn', 'for']",21,157
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative,"['dolce', 'gabbana', 'has', 'asked', 'the', 'european', 'union', 'to', 'declare', 'marimekko', 'corporation', 's', 'unikko', 'floral', 'pattern', 'trademark', 'invalid', 'in', 'a', 'continuing', 'dispute', 'between', 'the', 'two', 'companies']",25,180
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,"['finnair', 'said', 'that', 'the', 'cancellation', 'of', 'flights', 'would', 'cause', 'daily', 'losses', 'of', 'x', 'ac', 'million', 'us', 'million']",17,108
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,"['food', 'sales', 'totalled', 'eur', 'mn', 'in', 'october', 'representing', 'a', 'decrease', 'of', 'from', 'october']",13,103
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",negative,"['adp', 'news', 'may', 'bank', 'of', 'america', 'bofa', 'downgraded', 'today', 'its', 'ratings', 'on', 'swedish', 'finnish', 'paper', 'maker', 'stora', 'enso', 'oyj', 'hel', 'sterv', 'and', 'on', 'finnish', 'sector', 'player', 'upm', 'kymmene', 'oyj', 'hel', 'upm', 'v', 'to', 'underperf']",34,207
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative,"['operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'totaled', 'eur', 'mn', 'compared', 'to', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",18,126
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,"['raute', 'reported', 'a', 'loss', 'per', 'share', 'of', 'eur', 'for', 'the', 'first', 'half', 'of', 'against', 'eps', 'of', 'eur', 'in', 'the', 'corresponding', 'period', 'of']",22,134
The air traffic of Finland has been in stoppage since then .,negative,"['the', 'air', 'traffic', 'of', 'finland', 'has', 'been', 'in', 'stoppage', 'since', 'then']",11,60
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative,"['the', 'hack', 'had', 'been', 'extra', 'nefarious', 'because', 'the', 'tweets', 'activated', 'without', 'being', 'clicked', 'on', 'it', 'was', 'enough', 'for', 'web', 'surfers', 'to', 'move', 'their', 'mouse', 'cursors', 'over', 'them']",27,159
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,"['the', 'move', 'was', 'triggered', 'by', 'weak', 'demand', 'for', 'forestry', 'equipment', 'and', 'the', 'uncertain', 'market', 'situation']",15,97
The situation of coated magazine printing paper will continue to be weak .,negative,"['the', 'situation', 'of', 'coated', 'magazine', 'printing', 'paper', 'will', 'continue', 'to', 'be', 'weak']",12,74
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,negative,"['a', 'high', 'court', 'in', 'finland', 'has', 'fined', 'seven', 'local', 'asphalt', 'companies', 'more', 'than', 'lion', 'million', 'for', 'operating', 'a', 'cartel']",19,123
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative,"['the', 'estonian', 'electronic', 'components', 'factory', 'elcoteq', 'is', 'running', 'out', 'of', 'material', 'because', 'of', 'the', 'closure', 'of', 'air', 'traffic']",18,121
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,"['all', 'the', 'ferries', 'had', 'run', 'into', 'trouble', 'just', 'outside', 'the', 'stockholm', 'archipelago', 'made', 'up', 'of', 'more', 'than', 'islands']",18,115
And U.S. energy executives say high steel prices are threatening energy exploration .,negative,"['and', 'u', 's', 'energy', 'executives', 'say', 'high', 'steel', 'prices', 'are', 'threatening', 'energy', 'exploration']",13,85
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative,"['as', 'capacity', 'was', 'cut', 'with', 'the', 'passenger', 'load', 'factor', 'was', 'down', 'percentage', 'points']",13,91
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",negative,"['at', 'present', 'the', 'trade', 'mark', 'pit', 'produkt', 'is', 'little', 'known', 'outside', 'the', 'north', 'west', 'of', 'russia']",16,90
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative,"['copper', 'lead', 'and', 'nickel', 'also', 'dropped', 'hbos', 'hbos', 'plummeted', 'to', 'pence', 'after', 'saying', 'this', 'year']",15,112
"Divisional sales demand in the half remained `` inconsistent '' , it added .",negative,"['divisional', 'sales', 'demand', 'in', 'the', 'half', 'remained', 'inconsistent', 'it', 'added']",10,76
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,"['during', 'the', 'strike', 'finnair', 'estimates', 'to', 'incur', 'a', 'net', 'loss', 'of', 'between', 'eur', 'm', 'and', 'eur', 'm', 'per', 'day']",19,98
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,"['earnings', 'per', 'share', 'eps', 'dropped', 'to', 'eur', 'from', 'eur']",9,62
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,negative,"['emsa', 'deputy', 'chairman', 'of', 'the', 'board', 'juri', 'lember', 'told', 'bns', 'on', 'wednesday', 'that', 'this', 'was', 'the', 'first', 'time', 'he', 'heard', 'about', 'the', 'strike', 'as', 'the', 'swedish', 'side', 'had', 'not', 'informed', 'the', 'estonian', 'union', 'yet']",34,184
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,"['finnair', 's', 'passenger', 'load', 'factor', 'which', 'measures', 'the', 'number', 'of', 'sold', 'seats', 'as', 'a', 'share', 'of', 'all', 'available', 'seats', 'dropped', 'by', 'percentage', 'points', 'to', 'in', 'september']",26,168
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,"['frost', 'sold', 'shares', 'for', 'million', 'at', 'per', 'share', 'compared', 'with', 'friday', 's', 'high', 'of', 'and', 'low', 'of']",17,123
Full-year operating result for 2008 was 3.6 million negative .,negative,"['full', 'year', 'operating', 'result', 'for', 'was', 'million', 'negative']",8,62
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,"['glaston', 's', 'net', 'profit', 'for', 'the', 'third', 'quarter', 'of', 'dropped', 'to', 'mln', 'euro', 'mln', 'from', 'mln', 'euro', 'mln', 'for', 'the', 'corresponding', 'period', 'of']",23,160
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",negative,"['in', 'q', 'of', 'the', 'company', 's', 'result', 'before', 'taxes', 'from', 'continuing', 'operations', 'excluding', 'non', 'recurring', 'items', 'totalled', 'eur', 'mn', 'compared', 'to', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",28,196
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative,"['kone', 'said', 'in', 'court', 'papers', 'that', 'the', 'union', 'action', 'delayed', 'repairs', 'to', 'elevators', 'at', 'the', 'federal', 'courthouse', 'on', 'jan', 'and', 'the', 'saltonstall', 'state', 'office', 'building', 'on', 'jan']",27,168
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,"['l', 't', 's', 'net', 'profit', 'for', 'the', 'whole', 'dropped', 'to', 'eur', 'million', 'from', 'eur', 'million', 'for']",16,93
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,"['lassila', 'tikanoja', 's', 'operating', 'profit', 'excluding', 'non', 'recurring', 'and', 'imputed', 'items', 'for', 'the', 'second', 'quarter', 'was', 'eur', 'm', 'down', 'from', 'eur', 'm', 'a', 'year', 'ago']",25,154
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,negative,"['last', 'year', 's', 'third', 'quarter', 'result', 'had', 'been', 'burdened', 'by', 'costs', 'stemming', 'from', 'restructuring', 'in', 'the', 'us']",17,100
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative,"['many', 'of', 'the', 'commercial', 'vessels', 'had', 'got', 'stuck', 'in', 'the', 'narrow', 'bay', 'of', 'bothnia', 'where', 'the', 'ice', 'is', 'thicker', 'and', 'around', 'the', 'aaland', 'islands']",24,134
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,"['net', 'cash', 'flow', 'from', 'operating', 'activities', 'was', 'a', 'negative', 'eur', 'mn', 'compared', 'to', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",20,129
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative,"['net', 'cash', 'from', 'operating', 'activities', 'was', 'a', 'negative', 'eur', 'mn', 'compared', 'to', 'eur', 'mn', 'in']",15,96
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative,"['net', 'sales', 'dropped', 'by', 'year', 'on', 'year', 'to', 'eur', 'million']",10,59
Net sales have been eaten by the weak US dollar .,negative,"['net', 'sales', 'have', 'been', 'eaten', 'by', 'the', 'weak', 'us', 'dollar']",10,49
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,"['nordic', 'banks', 'have', 'already', 'had', 'to', 'write', 'off', 'sizable', 'loans', 'in', 'latvia', 'with', 'swedbank', 'nordea', 'dnb', 'nor', 'and', 'seb', 'reporting', 'combined', 'losses', 'in', 'excess', 'of', 'billion', 'in', 'the', 'period', 'to', 'against', 'a', 'backdrop', 'of', 'near', 'economic', 'meltdown', 'in', 'latvia']",39,247
Nordic Walking was first used as a summer training method by cross-country skiers .,neutral,"['nordic', 'walking', 'was', 'first', 'used', 'as', 'a', 'summer', 'training', 'method', 'by', 'cross', 'country', 'skiers']",14,83
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,"['okmetic', 'expects', 'its', 'net', 'sales', 'for', 'the', 'first', 'half', 'of', 'to', 'be', 'less', 'than', 'in']",15,82
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",negative,"['on', 'top', 'of', 'that', 'the', 'us', 'commerce', 'department', 'published', 'worse', 'than', 'expected', 'construction', 'spending', 'figures', 'for', 'november']",17,118
Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,neutral,"['operating', 'loss', 'landed', 'at', 'eur', 'm', 'including', 'one', 'offs', 'and', 'at', 'eur', 'm', 'excluding', 'one', 'offs']",16,85
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,"['operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'totaled', 'eur', 'mn', 'down', 'from', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",18,130
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",negative,"['operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'totalled', 'eur', 'mn', 'down', 'from', 'eur', 'mn']",13,95
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,"['operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'totalled', 'eur', 'mn', 'down', 'from', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",18,131
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,"['operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'amounted', 'to', 'eur', 'mn', 'down', 'from', 'eur', 'mn', 'year', 'on', 'year']",17,109
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,"['operating', 'profit', 'excluding', 'non', 'recurring', 'items', 'was', 'eur', 'million', 'compared', 'to', 'eur', 'million']",13,97
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,"['relations', 'with', 'the', 'city', 'have', 'been', 'further', 'damaged', 'by', 'comments', 'from', 'mr', 'ashley', 'criticising', 'city', 'investors', 'and', 'analysts', 'as', 'cry', 'babies']",21,138
Reported operating margin was a negative 5.9 % .,negative,"['reported', 'operating', 'margin', 'was', 'a', 'negative']",6,48
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,negative,"['stora', 'chief', 'executive', 'jouko', 'karvinen', 'has', 'described', 'the', 'russian', 'tariff', 'hikes', 'as', 'a', 'threat', 'to', 'the', 'future', 'of', 'the', 'forest', 'products', 'industry', 'in', 'finland']",24,146
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,"['swedbank', 's', 'shares', 'have', 'been', 'hardest', 'hit', 'of', 'the', 'swedish', 'banks', 'by', 'the', 'ongoing', 'international', 'financial', 'crisis']",17,109
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative,"['the', 'acquisition', 'of', 'landsbanken', 'sverige', 'in', 'burdened', 'the', 'performance', 'with', 'eur', 'mn']",12,91
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,"['the', 'currency', 'effect', 'had', 'a', 'pct', 'or', 'mln', 'euro', 'mln', 'negative', 'impact', 'on', 'the', 'revenue']",15,100
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,"['the', 'finnish', 'company', 'previously', 'said', 'its', 'operating', 'result', 'will', 'be', 'lower', 'than', 'the', 'break', 'even', 'posted', 'a', 'year', 'earlier']",19,114
The maritime administration said the ships had ignored warnings about the icy conditions .,negative,"['the', 'maritime', 'administration', 'said', 'the', 'ships', 'had', 'ignored', 'warnings', 'about', 'the', 'icy', 'conditions']",13,90
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",negative,"['the', 'offer', 'deemed', 'too', 'low', 'by', 'finnlines', 'board', 'stands', 'until', 'pm', 'tomorrow']",12,78
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative,"['the', 'period', 's', 'sales', 'dropped', 'to', 'eur', 'million', 'from', 'eur', 'million', 'according', 'to', 'the', 'interim', 'report', 'released', 'today']",18,122
The recent troubles simply make NETeller cheaper .,negative,"['the', 'recent', 'troubles', 'simply', 'make', 'neteller', 'cheaper']",7,50
The union filed a grievance over the company 's overtime assignment policies .,negative,"['the', 'union', 'filed', 'a', 'grievance', 'over', 'the', 'company', 's', 'overtime', 'assignment', 'policies']",12,78
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative,"['therefore', 'the', 'company', 's', 'result', 'will', 'remain', 'weaker', 'than', 'that', 'of']",11,77
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,"['vaisala', 's', 'net', 'profit', 'for', 'the', 'third', 'quarter', 'of', 'dropped', 'to', 'mln', 'euro', 'mln', 'from', 'mln', 'euro', 'mln', 'for', 'the', 'same', 'period', 'of']",23,151
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",negative,"['the', 'considerably', 'weaker', 'u', 's', 'dollar', 'and', 'british', 'pound', 'had', 'an', 'impact', 'on', 'sales', 'and', 'average', 'prices', 'in', 'euros', 'upm', 'said']",21,123
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative,"['the', 'implementation', 'of', 'these', 'programs', 'has', 'had', 'and', 'will', 'have', 'negative', 'impacts', 'on', 'and', 'earnings', 'mr', 'meiklejohn', 'said']",18,134
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",negative,"['we', 'can', 'say', 'that', 'the', 'number', 'of', 'deals', 'has', 'become', 'normalized', 'by', 'the', 'moment', 'and', 'therefore', 'we', 'have', 'decided', 'to', 'devalue', 'our', 'apartments', 'now', 'on', 'sale', 'he', 'added']",28,160
